name,type1,type2,abilities,moves,hp,attack,defense,sp_atk,sp_def,speed,bst
Simipour,Water,,Gluttony|Torrent,Acrobatics|Aqua Ring|Attract|Belch|Bite|Blizzard|Brick Break|Chilling Water|Crunch|Dig|Dive|Endure|Facade|Fake Out|Fling|Flip Turn|Focus Blast|Giga Impact|Grass Knot|Gunk Shot|Helping Hand|Hydro Pump|Hyper Beam|Ice Beam|Ice Punch|Icy Wind|Iron Tail|Liquidation|Low Kick|Low Sweep|Nasty Plot|Payback|Protect|Rain Dance|Recycle|Rest|Rock Slide|Rock Tomb|Round|Scald|Shadow Claw|Sleep Talk|Snore|Stuff Cheeks|Substitute|Superpower|Surf|Taunt|Thief|Throat Chop|Uproar|Waterfall,75,98,63,98,63,101,498
Excadrill,Ground,Steel,Sand Rush|Sand Force|Mold Breaker,Aerial Ace|Body Slam|Brick Break|Brutal Swing|Bulldoze|Crush Claw|Curse|Dig|Double-Edge|Drill Run|Earth Power|Earthquake|Endure|Facade|Fissure|Fling|Focus Blast|Giga Impact|Helping Hand|High Horsepower|Horn Drill|Hyper Beam|Iron Defense|Iron Head|Megahorn|Metal Sound|Mud Shot|Mud-Slap|Poison Jab|Protect|Rapid Spin|Rest|Rock Blast|Rock Slide|Rock Tomb|Round|Sand Tomb|Sandstorm|Scary Face|Scorching Sands|Shadow Claw|Sleep Talk|Sludge Bomb|Smart Strike|Snore|Stealth Rock|Steel Beam|Stomping Tantrum|Substitute|Sunny Day|Swords Dance|Throat Chop|X-Scissor,110,135,60,50,65,88,508
Audino,Normal,,Healer|Regenerator|Klutz,After You|Ally Switch|Amnesia|Attract|Baby-Doll Eyes|Blizzard|Body Slam|Calm Mind|Chilling Water|Dazzling Gleam|Dig|Double-Edge|Drain Punch|Draining Kiss|Encore|Endure|Entrainment|Facade|Fire Blast|Fire Punch|Flamethrower|Fling|Giga Impact|Grass Knot|Heal Pulse|Healing Wish|Helping Hand|Hyper Beam|Hyper Voice|Ice Beam|Ice Punch|Icy Wind|Iron Tail|Last Resort|Life Dew|Light Screen|Low Kick|Mega Kick|Misty Terrain|Protect|Psychic|Psyshock|Rain Dance|Reflect|Rest|Round|Safeguard|Shadow Ball|Simple Beam|Skill Swap|Sleep Talk|Snore|Solar Beam|Stomping Tantrum|Substitute|Sunny Day|Surf|Sweet Kiss|Throat Chop|Thunder|Thunder Punch|Thunder Wave|Thunderbolt|Trick Room|Uproar|Wild Charge|Wish|Yawn|Zen Headbutt,103,60,86,60,86,50,445
Conkeldurr,Fighting,,Guts|Sheer Force|Iron Fist,Attract|Body Slam|Brick Break|Brutal Swing|Bulk Up|Bulldoze|Close Combat|Coaching|Counter|Curse|Defog|Detect|Dig|Double-Edge|Drain Punch|Dynamic Punch|Earthquake|Endure|Facade|Fire Punch|Fling|Focus Blast|Focus Energy|Focus Punch|Giga Impact|Grass Knot|Hammer Arm|Hard Press|Helping Hand|High Horsepower|Hyper Beam|Ice Punch|Knock Off|Low Kick|Low Sweep|Mach Punch|Mega Kick|Payback|Poison Jab|Protect|Rain Dance|Rest|Reversal|Rock Blast|Rock Slide|Rock Tomb|Round|Scary Face|Sleep Talk|Smack Down|Snore|Stomping Tantrum|Stone Edge|Substitute|Sunny Day|Superpower|Taunt|Thief|Thunder Punch|Upper Hand|Wide Guard,105,140,95,55,65,45,505
Whimsicott,Grass,Fairy,Prankster|Infiltrator|Chlorophyll,Attract|Beat Up|Charm|Cotton Guard|Cotton Spore|Dazzling Gleam|Encore|Endeavor|Endure|Energy Ball|Facade|Fake Tears|Fling|Giga Drain|Giga Impact|Grass Knot|Grassy Glide|Grassy Terrain|Growth|Helping Hand|Hurricane|Hyper Beam|Leech Seed|Light Screen|Memento|Misty Terrain|Moonblast|Play Rough|Poison Powder|Protect|Psychic|Rest|Round|Safeguard|Seed Bomb|Shadow Ball|Sleep Talk|Snore|Solar Beam|Stun Spore|Substitute|Sunny Day|Switcheroo|Tailwind|Taunt|Thief|Tickle|Trick Room|U-turn|Worry Seed,60,67,85,77,75,116,480
Krookodile,Ground,Dark,Intimidate|Moxie|Anger Point,Aerial Ace|Aqua Tail|Assurance|Beat Up|Bite|Body Slam|Breaking Swipe|Brick Break|Brutal Swing|Bulk Up|Bulldoze|Close Combat|Counter|Crunch|Curse|Dark Pulse|Dig|Double-Edge|Dragon Claw|Dragon Pulse|Dragon Tail|Earth Power|Earthquake|Endeavor|Endure|Facade|Fire Fang|Fissure|Fling|Focus Blast|Focus Energy|Focus Punch|Foul Play|Giga Impact|Grass Knot|Gunk Shot|Helping Hand|High Horsepower|Hyper Beam|Iron Head|Iron Tail|Knock Off|Lash Out|Low Kick|Low Sweep|Mega Kick|Mud Shot|Mud-Slap|Outrage|Payback|Power Trip|Protect|Rest|Roar|Rock Slide|Rock Tomb|Round|Sand Tomb|Sandstorm|Scale Shot|Scary Face|Scorching Sands|Shadow Claw|Skitter Smack|Sleep Talk|Sludge Bomb|Smack Down|Snarl|Snore|Spite|Stealth Rock|Stomping Tantrum|Stone Edge|Substitute|Superpower|Swagger|Taunt|Thief|Thrash|Throat Chop|Thunder Fang|Torment|Uproar,95,117,80,65,70,92,519
Cofagrigus,Ghost,,Mummy,Ally Switch|Attract|Body Press|Calm Mind|Confuse Ray|Curse|Dark Pulse|Destiny Bond|Disable|Endure|Energy Ball|Facade|Fake Tears|Giga Drain|Giga Impact|Grass Knot|Guard Split|Guard Swap|Haze|Hex|Hyper Beam|Imprison|Iron Defense|Mean Look|Memento|Nasty Plot|Night Shade|Payback|Phantom Force|Poltergeist|Power Split|Power Swap|Protect|Psychic|Rain Dance|Rest|Round|Safeguard|Scary Face|Self-Destruct|Shadow Ball|Shadow Claw|Shadow Punch|Skill Swap|Sleep Talk|Snore|Substitute|Thief|Toxic Spikes|Trick|Trick Room|Will-O-Wisp|Wonder Room|Zen Headbutt,58,50,145,95,105,30,483
Garbodor,Poison,,Stench|Weak Armor|Aftermath,Acid Spray|Amnesia|Ancient Power|Attract|Belch|Body Press|Body Slam|Clear Smog|Corrosive Gas|Cross Poison|Curse|Dark Pulse|Drain Punch|Endure|Explosion|Facade|Fling|Focus Blast|Giga Drain|Giga Impact|Gunk Shot|Haze|Hyper Beam|Mud Shot|Pain Split|Payback|Poison Jab|Protect|Psychic|Rain Dance|Recycle|Rest|Rock Blast|Round|Screech|Seed Bomb|Self-Destruct|Sleep Talk|Sludge Bomb|Sludge Wave|Snore|Solar Beam|Spikes|Stockpile|Stomping Tantrum|Substitute|Sunny Day|Swallow|Thief|Thunderbolt|Toxic|Toxic Spikes|Venoshock,80,95,82,60,82,75,474
Zoroark,Dark,,Illusion,Aerial Ace|Agility|Assurance|Body Slam|Bounce|Brick Break|Burning Jealousy|Calm Mind|Confuse Ray|Counter|Crunch|Dark Pulse|Detect|Dig|Encore|Endure|Extrasensory|Facade|Fake Tears|Flamethrower|Fling|Focus Blast|Foul Play|Giga Impact|Grass Knot|Helping Hand|Hex|Hyper Beam|Hyper Voice|Imprison|Knock Off|Lash Out|Low Kick|Low Sweep|Mega Kick|Memento|Nasty Plot|Night Daze|Night Shade|Night Slash|Pain Split|Payback|Protect|Psych Up|Psychic|Rain Dance|Rest|Roar|Round|Scary Face|Shadow Ball|Shadow Claw|Skitter Smack|Sleep Talk|Sludge Bomb|Snarl|Snore|Spite|Substitute|Sucker Punch|Sunny Day|Swords Dance|Taunt|Thief|Throat Chop|Torment|Toxic|Trick|U-turn|Uproar,60,105,60,120,60,105,510
Reuniclus,Psychic,,Overcoat|Magic Guard|Regenerator,Acid Armor|Ally Switch|Attract|Body Slam|Calm Mind|Charm|Confuse Ray|Drain Punch|Encore|Endeavor|Endure|Energy Ball|Expanding Force|Facade|Fire Punch|Flash Cannon|Fling|Focus Blast|Focus Punch|Future Sight|Giga Impact|Grass Knot|Gravity|Guard Swap|Gyro Ball|Hammer Arm|Helping Hand|Hyper Beam|Ice Punch|Imprison|Iron Defense|Knock Off|Light Screen|Night Shade|Pain Split|Power Swap|Protect|Psych Up|Psychic|Psychic Noise|Psychic Terrain|Psyshock|Rain Dance|Recover|Reflect|Rest|Rock Slide|Rock Tomb|Round|Safeguard|Shadow Ball|Skill Swap|Sleep Talk|Snore|Steel Roller|Stored Power|Substitute|Sunny Day|Superpower|Thunder|Thunder Punch|Thunder Wave|Trick|Trick Room|Wonder Room|Zen Headbutt,110,65,75,125,85,30,490
Vanilluxe,Ice,,Ice Body|Snow Warning|Weak Armor,Acid Armor|Ally Switch|Attract|Aurora Veil|Avalanche|Beat Up|Blizzard|Chilling Water|Endure|Explosion|Facade|Flash Cannon|Freeze-Dry|Frost Breath|Giga Impact|Hyper Beam|Hyper Voice|Ice Beam|Ice Shard|Ice Spinner|Icicle Crash|Icicle Spear|Icy Wind|Imprison|Iron Defense|Light Screen|Magnet Rise|Mirror Coat|Protect|Rain Dance|Rest|Round|Self-Destruct|Sheer Cold|Sleep Talk|Snore|Snowscape|Substitute|Taunt|Uproar|Weather Ball,71,95,85,110,95,79,535
Emolga,Electric,Flying,Static|Motor Drive,Acrobatics|Agility|Air Slash|Attract|Baton Pass|Charge|Charge Beam|Charm|Covet|Defog|Discharge|Double Team|Dual Wingbeat|Eerie Impulse|Electro Ball|Electroweb|Encore|Endure|Energy Ball|Facade|Fling|Helping Hand|Iron Tail|Light Screen|Nuzzle|Pounce|Protect|Quick Attack|Rain Dance|Rest|Rising Voltage|Roost|Round|Sleep Talk|Snore|Solar Beam|Speed Swap|Substitute|Taunt|Thunder|Thunder Wave|Thunderbolt|Tickle|U-turn|Volt Switch|Wild Charge,55,75,60,75,60,103,428
Chandelure,Ghost,Fire,Flash Fire|Flame Body|Infiltrator,Acid Armor|Burning Jealousy|Calm Mind|Clear Smog|Confuse Ray|Curse|Dark Pulse|Double Team|Endure|Energy Ball|Facade|Fire Blast|Fire Spin|Flame Charge|Flamethrower|Flare Blitz|Giga Impact|Haze|Heat Wave|Hex|Hyper Beam|Imprison|Inferno|Lash Out|Memento|Minimize|Mystical Fire|Night Shade|Overheat|Pain Split|Payback|Poltergeist|Power Split|Protect|Psych Up|Psychic|Rest|Round|Safeguard|Shadow Ball|Skitter Smack|Sleep Talk|Snore|Solar Beam|Spite|Substitute|Sunny Day|Taunt|Temper Flare|Thief|Trailblaze|Trick|Trick Room|Will-O-Wisp,60,55,90,145,90,80,520
Beartic,Ice,,Snow Cloak|Slush Rush|Swift Swim,Aerial Ace|Aqua Jet|Assurance|Avalanche|Blizzard|Body Press|Body Slam|Brick Break|Bulk Up|Bulldoze|Charm|Chilling Water|Close Combat|Crunch|Curse|Dig|Dive|Double-Edge|Earthquake|Encore|Endeavor|Endure|Facade|Flail|Fling|Focus Blast|Focus Punch|Frost Breath|Giga Impact|Grass Knot|Hard Press|Heavy Slam|Hyper Beam|Ice Beam|Ice Fang|Ice Punch|Icicle Crash|Icicle Spear|Icy Wind|Liquidation|Low Kick|Mega Kick|Mud Shot|Mud-Slap|Night Slash|Play Rough|Protect|Rain Dance|Rest|Reversal|Roar|Rock Slide|Rock Tomb|Round|Scary Face|Shadow Claw|Sheer Cold|Sleep Talk|Snarl|Snore|Snowscape|Stone Edge|Substitute|Superpower|Surf|Swagger|Swords Dance|Taunt|Thief|Thrash|Throat Chop|Trailblaze|Water Pulse|X-Scissor|Yawn,95,130,80,70,80,50,505
Stunfisk,Ground,Electric,Static|Limber|Sand Veil|Mimicry,Attract|Bounce|Bulldoze|Charge|Curse|Dig|Discharge|Earth Power|Earthquake|Eerie Impulse|Electric Terrain|Electroweb|Endure|Facade|Fissure|Flail|Foul Play|Lash Out|Mud Shot|Mud-Slap|Muddy Water|Pain Split|Payback|Protect|Rain Dance|Reflect Type|Rest|Rock Slide|Rock Tomb|Round|Sandstorm|Scald|Sleep Talk|Sludge Bomb|Sludge Wave|Snore|Spite|Stealth Rock|Stomping Tantrum|Stone Edge|Substitute|Sucker Punch|Surf|Thunder|Thunder Wave|Thunderbolt|Uproar|Yawn,109,66,84,81,99,32,471
Golurk,Ground,Ghost,Iron Fist|Klutz|No Guard,Body Press|Body Slam|Brick Break|Bulldoze|Charge Beam|Close Combat|Confuse Ray|Curse|Dig|Double-Edge|Drain Punch|Dynamic Punch|Earth Power|Earthquake|Endure|Facade|Fire Punch|Flash Cannon|Fling|Fly|Focus Blast|Focus Punch|Giga Impact|Grass Knot|Gravity|Gyro Ball|Hammer Arm|Hard Press|Headlong Rush|Heat Crash|Heavy Slam|Helping Hand|Hex|High Horsepower|Hyper Beam|Ice Beam|Ice Punch|Icy Wind|Imprison|Iron Defense|Iron Head|Knock Off|Low Kick|Low Sweep|Mega Kick|Mud-Slap|Night Shade|Phantom Force|Poltergeist|Protect|Psych Up|Psychic|Rain Dance|Reflect|Rest|Rock Slide|Rock Tomb|Round|Sandstorm|Scorching Sands|Self-Destruct|Shadow Ball|Shadow Punch|Sleep Talk|Smack Down|Snore|Solar Beam|Stealth Rock|Stomping Tantrum|Stone Edge|Substitute|Sunny Day|Superpower|Thief|Thunder Punch|Thunderbolt|Trick|Zen Headbutt,89,124,80,55,80,55,483
Hydreigon,Dark,Dragon,Levitate,Acrobatics|Assurance|Beat Up|Belch|Bite|Body Slam|Breaking Swipe|Brutal Swing|Bulldoze|Crunch|Dark Pulse|Double Hit|Draco Meteor|Dragon Cheer|Dragon Dance|Dragon Pulse|Dragon Rush|Dragon Tail|Dual Wingbeat|Earth Power|Earthquake|Endure|Facade|Fire Blast|Fire Fang|Fire Spin|Flamethrower|Flash Cannon|Fly|Focus Blast|Focus Energy|Giga Impact|Head Smash|Heat Wave|Helping Hand|Hydro Pump|Hyper Beam|Hyper Voice|Ice Fang|Iron Tail|Lash Out|Nasty Plot|Outrage|Payback|Protect|Psych Up|Rain Dance|Reflect|Rest|Roar|Rock Slide|Rock Tomb|Round|Scale Shot|Scary Face|Screech|Sleep Talk|Snarl|Snore|Spite|Stealth Rock|Steel Wing|Stomping Tantrum|Stone Edge|Substitute|Sunny Day|Superpower|Surf|Tailwind|Taunt|Thief|Throat Chop|Thunder Fang|Thunder Wave|Tri Attack|U-turn|Uproar|Zen Headbutt,92,105,90,125,90,98,600
Volcarona,Bug,Fire,Flame Body|Swarm,Acrobatics|Air Cutter|Air Slash|Amnesia|Body Slam|Bug Bite|Bug Buzz|Calm Mind|Double-Edge|Dual Wingbeat|Endure|Facade|Fiery Dance|Fire Blast|Fire Spin|Flame Charge|Flamethrower|Flare Blitz|Fly|Giga Drain|Giga Impact|Heat Wave|Hurricane|Hyper Beam|Leech Life|Light Screen|Lunge|Morning Sun|Mystical Fire|Overheat|Poison Jab|Pounce|Protect|Psychic|Quiver Dance|Rage Powder|Rain Dance|Rest|Round|Safeguard|Screech|Skitter Smack|Sleep Talk|Snore|Solar Beam|String Shot|Struggle Bug|Substitute|Sunny Day|Tailwind|Thrash|Trailblaze|U-turn|Whirlwind|Wild Charge|Will-O-Wisp|Zen Headbutt,85,60,65,135,105,100,550
Chesnaught,Grass,Fighting,Overgrow|Bulletproof,Aerial Ace|Belly Drum|Bite|Body Press|Body Slam|Brick Break|Bulk Up|Bulldoze|Bullet Seed|Close Combat|Coaching|Crunch|Curse|Dig|Double-Edge|Dragon Claw|Drain Punch|Earthquake|Endeavor|Endure|Energy Ball|Facade|Feint|Fling|Focus Blast|Focus Punch|Frenzy Plant|Giga Drain|Giga Impact|Grass Knot|Grassy Glide|Grassy Terrain|Growth|Gyro Ball|Hammer Arm|Helping Hand|High Horsepower|Hyper Beam|Iron Defense|Iron Head|Iron Tail|Knock Off|Leaf Storm|Leech Seed|Low Kick|Low Sweep|Mud Shot|Mud-Slap|Pain Split|Payback|Pin Missile|Poison Jab|Protect|Quick Guard|Rain Dance|Reflect|Rest|Reversal|Roar|Rock Slide|Rock Tomb|Round|Scary Face|Seed Bomb|Shadow Claw|Sleep Talk|Sludge Bomb|Smack Down|Snore|Solar Beam|Spikes|Spiky Shield|Steel Roller|Stomping Tantrum|Stone Edge|Substitute|Sunny Day|Super Fang|Superpower|Swords Dance|Synthesis|Taunt|Thunder Punch|Trailblaze|Wide Guard|Wood Hammer|Zen Headbutt,88,107,122,74,75,64,530
Delphox,Fire,Psychic,Blaze|Magician,Agility|Blast Burn|Burning Jealousy|Calm Mind|Charm|Confuse Ray|Copycat|Dazzling Gleam|Double Team|Encore|Endure|Expanding Force|Facade|Fire Blast|Fire Punch|Fire Spin|Flame Charge|Flamethrower|Flare Blitz|Focus Blast|Foul Play|Future Sight|Giga Impact|Grass Knot|Heat Wave|Helping Hand|Hex|Howl|Hyper Beam|Hyper Voice|Hypnosis|Imprison|Iron Tail|Light Screen|Low Kick|Magic Room|Mud Shot|Mud-Slap|Mystical Fire|Nasty Plot|Night Shade|Overheat|Protect|Psych Up|Psychic|Psychic Noise|Psychic Terrain|Psyshock|Rain Dance|Reflect|Rest|Role Play|Round|Safeguard|Scorching Sands|Shadow Ball|Skill Swap|Sleep Talk|Snore|Solar Beam|Stored Power|Substitute|Sunny Day|Switcheroo|Thief|Thunder Punch|Trick|Trick Room|Will-O-Wisp|Wish|Wonder Room|Zen Headbutt,75,69,72,114,100,104,534
Greninja,Water,Dark,Torrent|Protean|Battle Bond,Acrobatics|Aerial Ace|Blizzard|Bounce|Brick Break|Brutal Swing|Chilling Water|Counter|Dark Pulse|Dig|Dive|Double Team|Endure|Extrasensory|Facade|Fling|Flip Turn|Giga Impact|Grass Knot|Gunk Shot|Haze|Helping Hand|Hydro Cannon|Hydro Pump|Hyper Beam|Ice Beam|Ice Punch|Icy Wind|Liquidation|Low Kick|Low Sweep|Mud Shot|Mud-Slap|Night Slash|Protect|Quick Attack|Rain Dance|Rest|Rock Slide|Rock Tomb|Role Play|Round|Shadow Sneak|Skitter Smack|Sleep Talk|Sludge Wave|Smack Down|Snore|Snowscape|Spikes|Substitute|Surf|Switcheroo|Swords Dance|Taunt|Thief|Toxic Spikes|Trailblaze|U-turn|Upper Hand|Water Pulse|Water Shuriken|Waterfall|Weather Ball,72,95,67,103,71,122,530
Diggersby,Normal,Ground,Pickup|Cheek Pouch|Huge Power,Agility|Attract|Body Slam|Bounce|Brick Break|Brutal Swing|Bulk Up|Bulldoze|Dig|Earth Power|Earthquake|Endure|Facade|Fire Punch|Fissure|Flail|Fling|Foul Play|Giga Impact|Grass Knot|Gunk Shot|Hammer Arm|High Horsepower|Hyper Beam|Ice Punch|Iron Head|Iron Tail|Low Kick|Mega Kick|Mud Shot|Mud-Slap|Payback|Protect|Quick Attack|Rest|Rock Slide|Rock Tomb|Round|Sand Tomb|Sandstorm|Scorching Sands|Sleep Talk|Sludge Bomb|Snore|Spikes|Stomping Tantrum|Stone Edge|Substitute|Super Fang|Superpower|Surf|Swords Dance|Thief|Thunder Punch|Trailblaze|U-turn|Uproar|Wild Charge,85,56,77,50,77,78,423
Talonflame,Fire,Flying,Flame Body|Gale Wings,Acrobatics|Aerial Ace|Agility|Air Cutter|Air Slash|Blaze Kick|Brave Bird|Bulk Up|Defog|Double-Edge|Dual Wingbeat|Endure|Facade|Feather Dance|Feint|Fire Blast|Fire Spin|Flail|Flame Charge|Flamethrower|Flare Blitz|Fly|Giga Impact|Heat Wave|Hurricane|Hyper Beam|Overheat|Protect|Quick Attack|Quick Guard|Rain Dance|Rest|Roost|Round|Sky Attack|Sleep Talk|Snore|Solar Beam|Steel Wing|Substitute|Sunny Day|Swords Dance|Tailwind|Taunt|Temper Flare|Thief|U-turn|Upper Hand|Whirlwind|Will-O-Wisp,78,81,71,74,69,126,499
Vivillon,Bug,Flying,Shield Dust|Compoundeyes|Friend Guard,Acrobatics|Air Cutter|Air Slash|Bug Bite|Bug Buzz|Calm Mind|Confuse Ray|Draining Kiss|Endure|Energy Ball|Facade|Giga Drain|Giga Impact|Hurricane|Hyper Beam|Iron Defense|Light Screen|Poison Powder|Pollen Puff|Pounce|Protect|Psychic|Quiver Dance|Rage Powder|Rain Dance|Rest|Round|Safeguard|Skitter Smack|Sleep Powder|Sleep Talk|Snore|Solar Beam|String Shot|Struggle Bug|Stun Spore|Substitute|Sunny Day|Tailwind|Thief|U-turn|Weather Ball|Whirlwind,80,52,50,90,50,89,411
Floette,Fairy,,Flower Veil|Symbiosis,Alluring Voice|Baton Pass|Calm Mind|Charm|Chilling Water|Copycat|Dazzling Gleam|Draining Kiss|Endeavor|Endure|Energy Ball|Facade|Giga Drain|Grass Knot|Grassy Terrain|Helping Hand|Hyper Beam|Light of Ruin|Light Screen|Misty Terrain|Moonblast|Petal Blizzard|Petal Dance|Pollen Puff|Protect|Psychic|Rain Dance|Rest|Safeguard|Seed Bomb|Skill Swap|Sleep Talk|Solar Beam|Stored Power|Substitute|Sunny Day|Synthesis|Tearful Look|Trailblaze|Trick|Wish,,,,,,,
Florges,Fairy,,Flower Veil|Symbiosis,Alluring Voice|Baton Pass|Calm Mind|Charm|Chilling Water|Copycat|Dazzling Gleam|Draining Kiss|Endeavor|Endure|Energy Ball|Facade|Giga Drain|Giga Impact|Grass Knot|Grassy Glide|Grassy Terrain|Helping Hand|Hyper Beam|Light Screen|Misty Explosion|Misty Terrain|Moonblast|Petal Blizzard|Petal Dance|Pollen Puff|Protect|Psychic|Psychic Noise|Rain Dance|Rest|Round|Safeguard|Seed Bomb|Skill Swap|Sleep Talk|Snore|Solar Beam|Stored Power|Substitute|Sunny Day|Synthesis|Tearful Look|Trailblaze|Trick|Wish,78,65,68,112,154,75,552
Pangoro,Fighting,Dark,Iron Fist|Mold Breaker|Scrappy,Attract|Beat Up|Body Slam|Brick Break|Brutal Swing|Bulk Up|Bulldoze|Bullet Punch|Circle Throw|Close Combat|Coaching|Comeuppance|Crunch|Dark Pulse|Darkest Lariat|Detect|Dig|Dragon Claw|Drain Punch|Earthquake|Endure|Entrainment|Facade|Fire Punch|Fling|Focus Blast|Focus Energy|Foul Play|Giga Impact|Grass Knot|Gunk Shot|Hammer Arm|Headlong Rush|Helping Hand|Hyper Beam|Hyper Voice|Ice Punch|Iron Head|Knock Off|Lash Out|Low Kick|Low Sweep|Mega Kick|Night Slash|Outrage|Parting Shot|Payback|Poison Jab|Power Trip|Protect|Quash|Quick Guard|Rain Dance|Rest|Reversal|Rock Slide|Rock Tomb|Round|Scary Face|Seismic Toss|Shadow Claw|Sleep Talk|Sludge Bomb|Snarl|Snore|Stomping Tantrum|Stone Edge|Storm Throw|Substitute|Sunny Day|Superpower|Surf|Swords Dance|Taunt|Thief|Throat Chop|Thunder Punch|Uproar|X-Scissor|Zen Headbutt,95,124,78,69,71,58,495
Furfrou,Normal,,Fur Coat,Attract|Baby-Doll Eyes|Bite|Charm|Cotton Guard|Crunch|Dark Pulse|Dig|Double-Edge|Endeavor|Endure|Facade|Fire Fang|Giga Impact|Grass Knot|Helping Hand|Hyper Voice|Ice Fang|Iron Tail|Last Resort|Protect|Psychic Fangs|Rain Dance|Rest|Roar|Round|Sleep Talk|Snarl|Snore|Substitute|Sucker Punch|Sunny Day|Surf|Thunder Fang|Thunder Wave|Trailblaze|U-turn|Uproar|Wild Charge|Zen Headbutt,75,80,60,65,90,102,472
Meowstic,Psychic,,Keen Eye|Infiltrator|Prankster|Competitive,Alluring Voice|Baton Pass|Calm Mind|Charge Beam|Charm|Covet|Dark Pulse|Dig|Endure|Energy Ball|Expanding Force|Facade|Fake Out|Fake Tears|Giga Impact|Gravity|Helping Hand|Hyper Beam|Imprison|Iron Tail|Light Screen|Magic Room|Mean Look|Misty Terrain|Nasty Plot|Payback|Play Rough|Protect|Psych Up|Psychic|Psychic Noise|Psychic Terrain|Psyshock|Quick Guard|Rain Dance|Reflect|Rest|Role Play|Round|Safeguard|Shadow Ball|Skill Swap|Sleep Talk|Snore|Stored Power|Substitute|Sucker Punch|Sunny Day|Tail Slap|Thunder Wave|Thunderbolt|Tickle|Trailblaze|Trick|Trick Room|Wish|Wonder Room|Yawn|Zen Headbutt,74,48,76,83,81,104,466
Aegislash,Steel,Ghost,Stance Change,Aerial Ace|Air Slash|Attract|Block|Brick Break|Brutal Swing|Close Combat|Destiny Bond|Double Hit|Endure|Facade|Flash Cannon|Giga Impact|Gyro Ball|Head Smash|Hyper Beam|Iron Defense|Iron Head|King's Shield|Metal Sound|Night Slash|Poltergeist|Power Trick|Protect|Psycho Cut|Rain Dance|Reflect|Rest|Reversal|Rock Slide|Round|Sacred Sword|Screech|Shadow Ball|Shadow Claw|Shadow Sneak|Sleep Talk|Snore|Solar Blade|Steel Beam|Substitute|Sunny Day|Swords Dance|Wide Guard|Zen Headbutt,60,50,140,50,140,60,500
Aromatisse,Fairy,,Healer|Aroma Veil,After You|Alluring Voice|Ally Switch|Aromatic Mist|Attract|Calm Mind|Charm|Dazzling Gleam|Disable|Drain Punch|Draining Kiss|Encore|Endure|Energy Ball|Facade|Fake Tears|Flail|Flash Cannon|Giga Impact|Gyro Ball|Heal Pulse|Helping Hand|Hyper Beam|Hypnosis|Light Screen|Misty Explosion|Misty Terrain|Moonblast|Nasty Plot|Protect|Psych Up|Psychic|Psyshock|Rain Dance|Reflect|Rest|Round|Skill Swap|Sleep Talk|Snore|Substitute|Sunny Day|Sweet Kiss|Sweet Scent|Thunder|Thunderbolt|Trick Room|Wish,101,72,72,99,89,29,462
Slurpuff,Fairy,,Sweet Veil|Unburden,After You|Amnesia|Attract|Calm Mind|Charm|Copycat|Cotton Guard|Cotton Spore|Dazzling Gleam|Drain Punch|Draining Kiss|Endeavor|Endure|Energy Ball|Facade|Fake Tears|Flamethrower|Giga Impact|Helping Hand|Hyper Beam|Light Screen|Misty Explosion|Play Rough|Protect|Psychic|Rain Dance|Rest|Round|Safeguard|Sleep Talk|Snore|Sticky Web|String Shot|Substitute|Sunny Day|Surf|Sweet Scent|Thief|Thunder|Thunderbolt|Wish|Yawn,82,80,86,85,75,72,480
Clawitzer,Water,,Mega Launcher,Aqua Jet|Aqua Tail|Aura Sphere|Blizzard|Body Slam|Bounce|Chilling Water|Crabhammer|Dark Pulse|Dive|Dragon Pulse|Endure|Entrainment|Facade|Flail|Flash Cannon|Flip Turn|Focus Blast|Giga Impact|Heal Pulse|Helping Hand|Hydro Pump|Hyper Beam|Ice Beam|Icy Wind|Liquidation|Mud Shot|Mud-Slap|Muddy Water|Pounce|Protect|Rain Dance|Rest|Rock Slide|Round|Scary Face|Shadow Ball|Sleep Talk|Sludge Bomb|Sludge Wave|Smack Down|Snore|Substitute|Surf|Swords Dance|Terrain Pulse|Thief|U-turn|Venoshock|Water Pulse|Waterfall|Weather Ball,71,73,88,120,89,59,500
Heliolisk,Electric,Normal,Dry Skin|Sand Veil|Solar Power,Agility|Ally Switch|Attract|Breaking Swipe|Brutal Swing|Bulldoze|Charge|Charge Beam|Dark Pulse|Dig|Discharge|Dragon Pulse|Dragon Rush|Dragon Tail|Eerie Impulse|Electric Terrain|Electrify|Electro Ball|Electroweb|Endure|Facade|Fire Punch|Focus Blast|Giga Impact|Glare|Grass Knot|Hyper Beam|Hyper Voice|Iron Tail|Light Screen|Low Kick|Low Sweep|Mega Kick|Morning Sun|Mud-Slap|Parabolic Charge|Pounce|Protect|Quick Attack|Rain Dance|Rest|Rising Voltage|Rock Slide|Rock Tomb|Round|Sandstorm|Scale Shot|Shed Tail|Sleep Talk|Snore|Solar Beam|Substitute|Sunny Day|Surf|Thunder|Thunder Punch|Thunder Wave|Thunderbolt|Trailblaze|U-turn|Volt Switch|Weather Ball|Wild Charge,62,55,52,109,94,109,481
